"","dept","applicant.gender","admitted"
"10.239","E","female",0
"10.240","E","female",0
"10.241","E","female",0
"10.242","E","female",0
"10.243","E","female",0
"10.244","E","female",0
"10.245","E","female",0
"10.246","E","female",0
"10.247","E","female",0
"10.248","E","female",0
"10.249","E","female",0
"10.250","E","female",0
"10.251","E","female",0
"10.252","E","female",0
"10.253","E","female",0
"10.254","E","female",0
"10.255","E","female",0
"10.256","E","female",0
"10.257","E","female",0
"10.258","E","female",0
"10.259","E","female",0
"10.260","E","female",0
"10.261","E","female",0
"10.262","E","female",0
"10.263","E","female",0
"10.264","E","female",0
"10.265","E","female",0
"10.266","E","female",0
"10.267","E","female",0
"10.268","E","female",0
"10.269","E","female",0
"10.270","E","female",0
"10.271","E","female",0
"10.272","E","female",0
"10.273","E","female",0
"10.274","E","female",0
"10.275","E","female",0
"10.276","E","female",0
"10.277","E","female",0
"10.278","E","female",0
"10.279","E","female",0
"10.280","E","female",0
"10.281","E","female",0
"10.282","E","female",0
"10.283","E","female",0
"10.284","E","female",0
"10.285","E","female",0
"10.286","E","female",0
"10.287","E","female",0
"10.288","E","female",0
"10.289","E","female",0
"10.290","E","female",0
"10.291","E","female",0
"10.292","E","female",0
"10.293","E","female",0
"10.294","E","female",0
"10.295","E","female",0
"10.296","E","female",0
"10.297","E","female",0
"10.298","E","female",0
"111","F","male",1
"11.1","F","male",1
"11.2","F","male",1
"11.3","F","male",1
"11.4","F","male",1
"11.5","F","male",1
"11.6","F","male",1
"11.7","F","male",1
"11.8","F","male",1
"11.9","F","male",1
"11.10","F","male",1
"11.11","F","male",1
"11.12","F","male",1
"11.13","F","male",1
"11.14","F","male",1
"11.15","F","male",1
"11.16","F","male",1
"11.17","F","male",1
"11.18","F","male",1
"11.19","F","male",1
"11.20","F","male",1
"11.21","F","male",1
"112","F","male",0
"11.1100","F","male",0
"11.2100","F","male",0
"11.351","F","male",0
"11.410","F","male",0
"11.510","F","male",0
"11.610","F","male",0
"11.710","F","male",0
"11.810","F","male",0
"11.910","F","male",0
"11.1010","F","male",0
"11.1110","F","male",0
"11.1210","F","male",0
"11.1310","F","male",0
"11.1410","F","male",0
"11.1510","F","male",0
"11.1610","F","male",0
"11.1710","F","male",0
"11.1810","F","male",0
"11.1910","F","male",0
"11.2010","F","male",0
"11.2110","F","male",0
"11.22","F","male",0
"11.23","F","male",0
"11.24","F","male",0
"11.25","F","male",0
"11.26","F","male",0
"11.27","F","male",0
"11.28","F","male",0
"11.29","F","male",0
"11.30","F","male",0
"11.31","F","male",0
"11.32","F","male",0
"11.33","F","male",0
"11.34","F","male",0
"11.35","F","male",0
"11.36","F","male",0
"11.37","F","male",0
"11.38","F","male",0
"11.39","F","male",0
"11.40","F","male",0
"11.41","F","male",0
"11.42","F","male",0
"11.43","F","male",0
"11.44","F","male",0
"11.45","F","male",0
"11.46","F","male",0
"11.47","F","male",0
"11.48","F","male",0
"11.49","F","male",0
"11.50","F","male",0
"11.51","F","male",0
"11.52","F","male",0
"11.53","F","male",0
"11.54","F","male",0
"11.55","F","male",0
"11.56","F","male",0
"11.57","F","male",0
"11.58","F","male",0
"11.59","F","male",0
"11.60","F","male",0
"11.61","F","male",0
"11.62","F","male",0
"11.63","F","male",0
"11.64","F","male",0
"11.65","F","male",0
"11.66","F","male",0
"11.67","F","male",0
"11.68","F","male",0
"11.69","F","male",0
"11.70","F","male",0
"11.71","F","male",0
"11.72","F","male",0
"11.73","F","male",0
"11.74","F","male",0
"11.75","F","male",0
"11.76","F","male",0
"11.77","F","male",0
"11.78","F","male",0
"11.79","F","male",0
"11.80","F","male",0
"11.81","F","male",0
"11.82","F","male",0
"11.83","F","male",0
"11.84","F","male",0
"11.85","F","male",0
"11.86","F","male",0
"11.87","F","male",0
"11.88","F","male",0
"11.89","F","male",0
"11.90","F","male",0
"11.91","F","male",0
"11.92","F","male",0
"11.93","F","male",0
"11.94","F","male",0
"11.95","F","male",0
"11.96","F","male",0
"11.97","F","male",0
"11.98","F","male",0
"11.99","F","male",0
"11.100","F","male",0
"11.101","F","male",0
"11.102","F","male",0
"11.103","F","male",0
"11.104","F","male",0
"11.105","F","male",0
"11.106","F","male",0
"11.107","F","male",0
"11.108","F","male",0
"11.109","F","male",0
"11.110","F","male",0
"11.111","F","male",0
"11.112","F","male",0
"11.113","F","male",0
"11.114","F","male",0
"11.115","F","male",0
"11.116","F","male",0
"11.117","F","male",0
"11.118","F","male",0
"11.119","F","male",0
"11.120","F","male",0
"11.121","F","male",0
"11.122","F","male",0
"11.123","F","male",0
"11.124","F","male",0
"11.125","F","male",0
"11.126","F","male",0
"11.127","F","male",0
"11.128","F","male",0
"11.129","F","male",0
"11.130","F","male",0
"11.131","F","male",0
"11.132","F","male",0
"11.133","F","male",0
"11.134","F","male",0
"11.135","F","male",0
"11.136","F","male",0
"11.137","F","male",0
"11.138","F","male",0
"11.139","F","male",0
"11.140","F","male",0
"11.141","F","male",0
"11.142","F","male",0
"11.143","F","male",0
"11.144","F","male",0
"11.145","F","male",0
"11.146","F","male",0
"11.147","F","male",0
"11.148","F","male",0
"11.149","F","male",0
"11.150","F","male",0
"11.151","F","male",0
"11.152","F","male",0
"11.153","F","male",0
"11.154","F","male",0
"11.155","F","male",0
"11.156","F","male",0
"11.157","F","male",0
"11.158","F","male",0
"11.159","F","male",0
"11.160","F","male",0
"11.161","F","male",0
"11.162","F","male",0
"11.163","F","male",0
"11.164","F","male",0
"11.165","F","male",0
"11.166","F","male",0
"11.167","F","male",0
"11.168","F","male",0
"11.169","F","male",0
"11.170","F","male",0
"11.171","F","male",0
"11.172","F","male",0
"11.173","F","male",0
"11.174","F","male",0
"11.175","F","male",0
"11.176","F","male",0
"11.177","F","male",0
"11.178","F","male",0
"11.179","F","male",0
"11.180","F","male",0
"11.181","F","male",0
"11.182","F","male",0
"11.183","F","male",0
"11.184","F","male",0
"11.185","F","male",0
"11.186","F","male",0
"11.187","F","male",0
"11.188","F","male",0
"11.189","F","male",0
"11.190","F","male",0
"11.191","F","male",0
"11.192","F","male",0
"11.193","F","male",0
"11.194","F","male",0
"11.195","F","male",0
"11.196","F","male",0
"11.197","F","male",0
"11.198","F","male",0
"11.199","F","male",0
"11.200","F","male",0
"11.201","F","male",0
"11.202","F","male",0
"11.203","F","male",0
"11.204","F","male",0
"11.205","F","male",0
"11.206","F","male",0
"11.207","F","male",0
"11.208","F","male",0
"11.209","F","male",0
"11.210","F","male",0
"11.211","F","male",0
"11.212","F","male",0
"11.213","F","male",0
"11.214","F","male",0
"11.215","F","male",0
"11.216","F","male",0
"11.217","F","male",0
"11.218","F","male",0
"11.219","F","male",0
"11.220","F","male",0
"11.221","F","male",0
"11.222","F","male",0
"11.223","F","male",0
"11.224","F","male",0
"11.225","F","male",0
"11.226","F","male",0
"11.227","F","male",0
"11.228","F","male",0
"11.229","F","male",0
"11.230","F","male",0
"11.231","F","male",0
"11.232","F","male",0
"11.233","F","male",0
"11.234","F","male",0
"11.235","F","male",0
"11.236","F","male",0
"11.237","F","male",0
"11.238","F","male",0
"11.239","F","male",0
"11.240","F","male",0
"11.241","F","male",0
"11.242","F","male",0
"11.243","F","male",0
"11.244","F","male",0
"11.245","F","male",0
"11.246","F","male",0
"11.247","F","male",0
"11.248","F","male",0
"11.249","F","male",0
"11.250","F","male",0
"11.251","F","male",0
"11.252","F","male",0
"11.253","F","male",0
"11.254","F","male",0
"11.255","F","male",0
"11.256","F","male",0
"11.257","F","male",0
"11.258","F","male",0
"11.259","F","male",0
"11.260","F","male",0
"11.261","F","male",0
"11.262","F","male",0
"11.263","F","male",0
"11.264","F","male",0
"11.265","F","male",0
"11.266","F","male",0
"11.267","F","male",0
"11.268","F","male",0
"11.269","F","male",0
"11.270","F","male",0
"11.271","F","male",0
"11.272","F","male",0
"11.273","F","male",0
"11.274","F","male",0
"11.275","F","male",0
"11.276","F","male",0
"11.277","F","male",0
"11.278","F","male",0
"11.279","F","male",0
"11.280","F","male",0
"11.281","F","male",0
"11.282","F","male",0
"11.283","F","male",0
"11.284","F","male",0
"11.285","F","male",0
"11.286","F","male",0
"11.287","F","male",0
"11.288","F","male",0
"11.289","F","male",0
"11.290","F","male",0
"11.291","F","male",0
"11.292","F","male",0
"11.293","F","male",0
"11.294","F","male",0
"11.295","F","male",0
"11.296","F","male",0
"11.297","F","male",0
"11.298","F","male",0
"11.299","F","male",0
"11.300","F","male",0
"11.301","F","male",0
"11.302","F","male",0
"11.303","F","male",0
"11.304","F","male",0
"11.305","F","male",0
"11.306","F","male",0
"11.307","F","male",0
"11.308","F","male",0
"11.309","F","male",0
"11.310","F","male",0
"11.311","F","male",0
"11.312","F","male",0
"11.313","F","male",0
"11.314","F","male",0
"11.315","F","male",0
"11.316","F","male",0
"11.317","F","male",0
"11.318","F","male",0
"11.319","F","male",0
"11.320","F","male",0
"11.321","F","male",0
"11.322","F","male",0
"11.323","F","male",0
"11.324","F","male",0
"11.325","F","male",0
"11.326","F","male",0
"11.327","F","male",0
"11.328","F","male",0
"11.329","F","male",0
"11.330","F","male",0
"11.331","F","male",0
"11.332","F","male",0
"11.333","F","male",0
"11.334","F","male",0
"11.335","F","male",0
"11.336","F","male",0
"11.337","F","male",0
"11.338","F","male",0
"11.339","F","male",0
"11.340","F","male",0
"11.341","F","male",0
"11.342","F","male",0
"11.343","F","male",0
"11.344","F","male",0
"11.345","F","male",0
"11.346","F","male",0
"11.347","F","male",0
"11.348","F","male",0
"11.349","F","male",0
"11.350","F","male",0
"12","F","female",1
"12.1","F","female",1
"12.2","F","female",1
"12.3","F","female",1
"12.4","F","female",1
"12.5","F","female",1
"12.6","F","female",1
"12.7","F","female",1
"12.8","F","female",1
"12.9","F","female",1
"12.10","F","female",1
"12.11","F","female",1
"12.12","F","female",1
"12.13","F","female",1
"12.14","F","female",1
"12.15","F","female",1
"12.16","F","female",1
"12.17","F","female",1
"12.18","F","female",1
"12.19","F","female",1
"12.20","F","female",1
"12.21","F","female",1
"12.22","F","female",1
"12.23","F","female",1
"121","F","female",0
"12.1100","F","female",0
"12.2100","F","female",0
"12.317","F","female",0
"12.410","F","female",0
"12.510","F","female",0
"12.610","F","female",0
"12.710","F","female",0
"12.810","F","female",0
"12.910","F","female",0
"12.1010","F","female",0
"12.1110","F","female",0
"12.1210","F","female",0
"12.1310","F","female",0
"12.1410","F","female",0
"12.1510","F","female",0
"12.1610","F","female",0
"12.1710","F","female",0
"12.1810","F","female",0
"12.1910","F","female",0
"12.2010","F","female",0
"12.2110","F","female",0
"12.2210","F","female",0
"12.2310","F","female",0
"12.24","F","female",0
"12.25","F","female",0
"12.26","F","female",0
"12.27","F","female",0
"12.28","F","female",0
"12.29","F","female",0
"12.30","F","female",0
"12.31","F","female",0
"12.32","F","female",0
"12.33","F","female",0
"12.34","F","female",0
"12.35","F","female",0
"12.36","F","female",0
"12.37","F","female",0
"12.38","F","female",0
"12.39","F","female",0
"12.40","F","female",0
"12.41","F","female",0
"12.42","F","female",0
"12.43","F","female",0
"12.44","F","female",0
"12.45","F","female",0
"12.46","F","female",0
"12.47","F","female",0
"12.48","F","female",0
"12.49","F","female",0
"12.50","F","female",0
"12.51","F","female",0
"12.52","F","female",0
"12.53","F","female",0
"12.54","F","female",0
"12.55","F","female",0
"12.56","F","female",0
"12.57","F","female",0
"12.58","F","female",0
"12.59","F","female",0
"12.60","F","female",0
"12.61","F","female",0
"12.62","F","female",0
"12.63","F","female",0
"12.64","F","female",0
"12.65","F","female",0
"12.66","F","female",0
"12.67","F","female",0
"12.68","F","female",0
"12.69","F","female",0
"12.70","F","female",0
"12.71","F","female",0
"12.72","F","female",0
"12.73","F","female",0
"12.74","F","female",0
"12.75","F","female",0
"12.76","F","female",0
"12.77","F","female",0
"12.78","F","female",0
"12.79","F","female",0
"12.80","F","female",0
"12.81","F","female",0
"12.82","F","female",0
"12.83","F","female",0
"12.84","F","female",0
"12.85","F","female",0
"12.86","F","female",0
"12.87","F","female",0
"12.88","F","female",0
"12.89","F","female",0
"12.90","F","female",0
"12.91","F","female",0
"12.92","F","female",0
"12.93","F","female",0
"12.94","F","female",0
"12.95","F","female",0
"12.96","F","female",0
"12.97","F","female",0
"12.98","F","female",0
"12.99","F","female",0
"12.100","F","female",0
"12.101","F","female",0
"12.102","F","female",0
"12.103","F","female",0
"12.104","F","female",0
"12.105","F","female",0
"12.106","F","female",0
"12.107","F","female",0
"12.108","F","female",0
"12.109","F","female",0
"12.110","F","female",0
"12.111","F","female",0
"12.112","F","female",0
"12.113","F","female",0
"12.114","F","female",0
"12.115","F","female",0
"12.116","F","female",0
"12.117","F","female",0
"12.118","F","female",0
"12.119","F","female",0
"12.120","F","female",0
"12.121","F","female",0
"12.122","F","female",0
"12.123","F","female",0
"12.124","F","female",0
"12.125","F","female",0
"12.126","F","female",0
"12.127","F","female",0
"12.128","F","female",0
"12.129","F","female",0
"12.130","F","female",0
"12.131","F","female",0
"12.132","F","female",0
"12.133","F","female",0
"12.134","F","female",0
"12.135","F","female",0
"12.136","F","female",0
"12.137","F","female",0
"12.138","F","female",0
"12.139","F","female",0
"12.140","F","female",0
"12.141","F","female",0
"12.142","F","female",0
"12.143","F","female",0
"12.144","F","female",0
"12.145","F","female",0
"12.146","F","female",0
"12.147","F","female",0
"12.148","F","female",0
"12.149","F","female",0
"12.150","F","female",0
"12.151","F","female",0
"12.152","F","female",0
"12.153","F","female",0
"12.154","F","female",0
"12.155","F","female",0
"12.156","F","female",0
"12.157","F","female",0
"12.158","F","female",0
"12.159","F","female",0
"12.160","F","female",0
"12.161","F","female",0
"12.162","F","female",0
"12.163","F","female",0
"12.164","F","female",0
"12.165","F","female",0
"12.166","F","female",0
"12.167","F","female",0
"12.168","F","female",0
"12.169","F","female",0
"12.170","F","female",0
"12.171","F","female",0
"12.172","F","female",0
"12.173","F","female",0
"12.174","F","female",0
"12.175","F","female",0
"12.176","F","female",0
"12.177","F","female",0
"12.178","F","female",0
"12.179","F","female",0
"12.180","F","female",0
"12.181","F","female",0
"12.182","F","female",0
"12.183","F","female",0
"12.184","F","female",0
"12.185","F","female",0
"12.186","F","female",0
"12.187","F","female",0
"12.188","F","female",0
"12.189","F","female",0
"12.190","F","female",0
"12.191","F","female",0
"12.192","F","female",0
"12.193","F","female",0
"12.194","F","female",0
"12.195","F","female",0
"12.196","F","female",0
"12.197","F","female",0
"12.198","F","female",0
"12.199","F","female",0
"12.200","F","female",0
"12.201","F","female",0
"12.202","F","female",0
"12.203","F","female",0
"12.204","F","female",0
"12.205","F","female",0
"12.206","F","female",0
"12.207","F","female",0
"12.208","F","female",0
"12.209","F","female",0
"12.210","F","female",0
"12.211","F","female",0
"12.212","F","female",0
"12.213","F","female",0
"12.214","F","female",0
"12.215","F","female",0
"12.216","F","female",0
"12.217","F","female",0
"12.218","F","female",0
"12.219","F","female",0
"12.220","F","female",0
"12.221","F","female",0
"12.222","F","female",0
"12.223","F","female",0
"12.224","F","female",0
"12.225","F","female",0
"12.226","F","female",0
"12.227","F","female",0
"12.228","F","female",0
"12.229","F","female",0
"12.230","F","female",0
"12.231","F","female",0
"12.232","F","female",0
"12.233","F","female",0
"12.234","F","female",0
"12.235","F","female",0
"12.236","F","female",0
"12.237","F","female",0
"12.238","F","female",0
"12.239","F","female",0
"12.240","F","female",0
"12.241","F","female",0
"12.242","F","female",0
"12.243","F","female",0
"12.244","F","female",0
"12.245","F","female",0
"12.246","F","female",0
"12.247","F","female",0
"12.248","F","female",0
"12.249","F","female",0
"12.250","F","female",0
"12.251","F","female",0
"12.252","F","female",0
"12.253","F","female",0
"12.254","F","female",0
"12.255","F","female",0
"12.256","F","female",0
"12.257","F","female",0
"12.258","F","female",0
"12.259","F","female",0
"12.260","F","female",0
"12.261","F","female",0
"12.262","F","female",0
"12.263","F","female",0
"12.264","F","female",0
"12.265","F","female",0
"12.266","F","female",0
"12.267","F","female",0
"12.268","F","female",0
"12.269","F","female",0
"12.270","F","female",0
"12.271","F","female",0
"12.272","F","female",0
"12.273","F","female",0
"12.274","F","female",0
"12.275","F","female",0
"12.276","F","female",0
"12.277","F","female",0
"12.278","F","female",0
"12.279","F","female",0
"12.280","F","female",0
"12.281","F","female",0
"12.282","F","female",0
"12.283","F","female",0
"12.284","F","female",0
"12.285","F","female",0
"12.286","F","female",0
"12.287","F","female",0
"12.288","F","female",0
"12.289","F","female",0
"12.290","F","female",0
"12.291","F","female",0
"12.292","F","female",0
"12.293","F","female",0
"12.294","F","female",0
"12.295","F","female",0
"12.296","F","female",0
"12.297","F","female",0
"12.298","F","female",0
"12.299","F","female",0
"12.300","F","female",0
"12.301","F","female",0
"12.302","F","female",0
"12.303","F","female",0
"12.304","F","female",0
"12.305","F","female",0
"12.306","F","female",0
"12.307","F","female",0
"12.308","F","female",0
"12.309","F","female",0
"12.310","F","female",0
"12.311","F","female",0
"12.312","F","female",0
"12.313","F","female",0
"12.314","F","female",0
"12.315","F","female",0
"12.316","F","female",0
